RSU1,IKZF3,CHEK1,EHF,CCNK,MANEA,MAD2L1,AZI2,PLXDC2,DCTN4,EML4,CCND2,EEA1,HS2ST1,SLC26A2,LYRM2,IFRD1,Sample_id,Response
-0.6736725646286675,-1.0127295623396375,-0.8653413389414296,-1.701817178107726,-0.9678524053778759,-1.032900693395514,-0.5067715440387567,-1.334657538535912,-0.8312567820130915,-1.187251050734326,-0.8248599799908607,-1.149690719940815,-0.9989164554471707,-0.4467183453720562,-1.1501172515015285,-0.9588792430330044,-1.0780288327840728,GSM549280,Non_response
-0.6472143433034777,-0.6377650652019748,-0.8284816127214278,-1.439033667483451,-1.1607305744989318,-1.048423213389756,-1.0006258459604802,-1.4053246536411128,-1.2323011863033628,-1.32103762135959,-0.9036033885716493,-0.9781937479986934,-0.9870604578745115,-0.7363544387821214,-1.0276375013241226,-1.5058399586910012,-0.838020365422459,GSM1050598,Response
-1.01226627239314,-1.0232278630885638,-0.9976511952007948,-1.2553058354884665,-1.1178248089412295,-0.9837626565203368,-0.8101471896611075,-1.286662546326188,-1.1348090375001398,-1.2066733280953577,-0.9584533177137825,-0.2909206988570264,-1.2045810865720572,-0.6239910590048315,-1.0883526480225745,-1.5216911598251732,-0.9333256981920904,GSM1050591,Non_response
0.46198980083026925,0.05934922360896417,0.6953523539743456,0.9186525210956761,1.2779393890628963,0.9208118367971819,0.34861334473166655,0.8788212845786977,1.4239295571970039,0.9535724543429255,0.5502483434039743,0.3915471505240221,0.7838528792577548,-0.20986899680197885,0.6365148150255214,0.5260100740242849,0.8331592088173695,GSM809279,Non_response
1.0363955373763514,0.5897471969685952,1.2923773173944735,1.3851276673913817,1.1053108210552889,0.9581212826563832,1.7266121322691,0.509978924363827,-0.25297318069920954,0.9606608313529033,1.2040903478021507,1.2833381505810348,1.2131803001714905,0.7183113425452033,1.2808124476572555,0.7932053501421984,1.1235631245890474,GSM1875981,Response
-0.7712574123305171,-0.990470145823172,-0.7232506917421518,-1.4307433455017469,-0.8658474735988667,-0.9851954467570333,-1.2356803131113627,-1.2731555419827425,-0.8085606512004463,-1.081389181949955,-0.9434668854620492,-0.6818486717585885,-0.8463226963670852,-0.593039741183748,-1.0678565969841438,-1.5708879022930424,-0.9650577092674905,GSM549308,Response
-0.5611091665961563,-1.1358078743003843,-0.7567514518916778,-0.455372775064334,-1.213420802033847,-1.0262815262588993,-0.6722428975140836,-1.237582571221224,-1.3869415272453094,-1.0890715423027355,-0.8810435828825535,-1.2436557493947136,-1.0613656721707998,-0.5752024219295897,0.140959959159127,-1.146102910096799,-0.9520558704651266,GSM505359,Response
0.8925974680390732,0.9658634540619875,0.43483552789000324,1.0577237618197677,1.1600544441110106,0.6584934813147513,0.2370357642821857,0.48309070821348543,0.4673962442815294,0.7536232478985447,0.8774351763718591,1.314097392166158,0.584983316536136,0.2016045547902112,2.255381759943345,0.4628041181511525,-0.21980586428748078,GSM1705402,Non_response
-0.8596292940753004,-0.9231840003848292,-0.8755694978386249,-1.2766955550946257,-1.0657172175072362,-0.844344237392719,-0.7473758752193388,-1.2562906828366274,-0.7219595287557847,-0.7763739611938267,-0.8540694513360655,-1.1870396620968744,-0.9274471838591682,-0.35929204636349493,-1.0193788671320254,-1.0180983762714284,-0.9891460264855069,GSM549288,Non_response
-0.07250315913137746,-0.9710107131193259,-0.85769912431846,-0.540152481828386,-1.181444701147445,-0.93135513107702,-0.6840435449853296,-1.2234636326022195,-1.0862488467497835,-0.8720568617239388,-0.7695712061679252,-0.9410298272021959,-1.0964219125373078,-0.3887428522031468,-0.5812854397905785,-1.077220471943917,-0.811973152762393,GSM549284,Non_response
-0.7689062875006876,-1.085652196009773,-0.9572070797678872,-1.228014553750637,-1.3755805979104303,-1.006651912103805,-0.14416497124116595,-1.204895139818326,-1.340020015885094,-0.8110784532879667,-1.2823663154951779,-0.9788832830750728,-1.1171366082537106,-0.5310915679804797,-1.2948186668160648,-1.3459214806481306,-0.874443534703082,GSM590868,Non_response
0.6364843778102758,0.7538756487582576,0.5319286520926368,-0.19205032753890108,1.4917317504230485,0.5926426818253676,0.26141103470346033,0.9810652151413121,1.2973231767444946,0.42322358876898797,0.7718078826160555,0.5816469958399149,0.7210679599567748,-0.1451527169773157,0.7013226355315535,0.45763783626546534,0.7305053438614808,GSM809224,Non_response
-0.26935389610668126,1.054823449709928,0.5940073163627215,-0.753549925523878,0.7036143260550729,0.769847096833644,0.07166959827130598,0.483020643053931,0.9340606268677171,-0.27867149269796343,-0.502943925496438,-0.5012973541853124,0.47659931456114396,2.5269774583960243,-0.26900696797428425,1.2271252187528316,-0.43730259485401757,GSM2804997,Response
-0.6698609704059586,-1.210456403104467,-1.1817526856885965,-1.1108764682571004,-1.2461664616138064,-1.0675686411761656,-1.1708827021001391,-1.2319592729110547,-1.3185308290200781,-0.9095000877183781,-1.2863955525559896,-0.9631367791000026,-1.1204804772710968,-0.7693128692724746,-0.9649653841195829,-0.9925083988491805,-0.9713364730969992,GSM505440,Non_response
1.7082700790208325,1.5902989481720111,1.6494047477929312,-0.004318312602242553,0.5719259838366163,1.8855818431979363,1.7239278019791922,1.3076562521182882,0.9757419355413105,1.4050343056834553,1.1117222164274085,1.6321004840405162,1.3552685470811172,1.456731311515096,1.028377094209335,1.4598006253829205,1.2954696737090843,GSM139635,Response
-1.1347778976825522,-0.7663432635345406,-1.4669772757802633,-0.29832473829773815,-0.44310176915383215,-1.7946496166929495,-1.5057824788556975,0.6593847565245072,-0.14060819043571773,-1.4017271205329356,-0.8637230722169891,-1.3013778233911297,-0.5580097727816384,-2.0043053418697547,-1.1875142589709364,-0.3732053664670962,-0.6622263467088532,GSM1233047,Non_response
-0.9862958616041149,-1.1725996217369754,-0.8761793342295373,-1.257073162521939,-1.2228453842926157,-0.9044157157989694,-1.2474922414144312,-1.2441674327921135,-1.3914688109353435,-1.030859654500732,-1.1245214084622361,-1.1146961910963373,-1.1023597318428662,-0.8139131167779077,-1.3181316606971771,-1.5025532552258427,-1.2582578384892311,GSM505394,Non_response
-0.7481217564111299,-1.0108487425335144,-0.8501360864267812,-1.2439606794963864,-1.079320228802408,-0.9850549587407066,-1.1275762040372912,-1.2524239529452172,-0.5280748957123288,-0.8761620473539543,-0.6646563834621919,-0.5980350800988317,-1.0798383677634669,-0.45229587163128304,-0.9766481253915418,-1.2880942204968702,-1.2382353923417737,GSM750735,Non_response
-0.651994764713989,-1.1457459218274535,-0.9647760379547705,-0.506966319221109,-1.1845914482042155,-0.8542451601973947,-0.8357997549394378,-1.2544828501040535,-1.0744176413210624,-0.7652525623447136,-0.7787127009857526,-0.5807212750562933,-1.1843080517112854,-0.55377983302845,-0.9329847834310808,-0.8910029337555341,-0.8136922644359847,GSM508112,Non_response
-1.1369343079433671,-0.25961236943101373,-1.4456912184327761,-0.14259061016537333,-0.4737762292238596,-1.7087977911446308,-0.9093471985037718,-0.4283695373861674,-0.7949761075788028,-1.0402918627535078,-1.128438920264539,-0.8898372831968371,-1.3739575358011356,-1.7478932372148566,-0.9636653040848547,-0.5134947933230939,-1.3960562830989287,GSM1233032,Non_response
-0.9889164228605152,-1.039732687241962,-0.7516212132924609,-0.8994715133735972,-1.2402908492852402,-0.9842059253946274,-0.6510405891113004,-1.3487869290453467,-1.4075919228421514,-1.3319794253869701,-0.9595828693864792,-0.8398329349800636,-1.1342083922147939,-0.796213475236599,-1.268787295085028,-1.4242604299272006,-0.2126534468293144,GSM1050590,Non_response
1.087305609440273,0.26199132238442097,1.0515000054865227,0.8101469442109008,0.6253475974087416,0.8795615851110112,1.1408812472926386,0.3884332365743484,0.09553450781815596,0.7963710477333076,0.8818044154088724,0.47672994737813384,1.2976903914230067,0.8450328735345687,1.3759973816298003,0.4509425060804124,1.704165849138657,GSM710818,Response
